Post Code;Location Code Name;Group Name;Area;Ops Cntr;Country;Days Serviced;Carrier
0051;ZWARTKOP                                ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0051;ZWARTKOP EXT 7                          ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0051;ZWARTKOP EXT 8                          ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0051;ZWARTKOP UIT 7                          ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0051;ZWARTKOP UIT 8                          ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0051;ZWARTKOPS                               ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0052;UIF                                     ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0052;WVF                                     ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0053;ONTVANGER VAN INKOMSTE                  ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0053;RECEIVER OF REVENUE                     ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES                            ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES EXT 1                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES EXT 2                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES EXT 3                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES EXT 4                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES UIT 1                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES UIT 2                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES UIT 3                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0054;SILVER LAKES UIT 4                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0055;SUIDERBERG                              ;SUIDERBERG     ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0056;TIEGERPOORT                             ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0057;WIERDAPARK SOUTH                        ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0057;WIERDAPARK SUID                         ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0057;WIERDAPARK-SUID                         ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0058;QUAGGA                                  ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0059;MOOIKLOOF                               ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0059;MOOIKLOOF RIDGE                         ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0059;MOOIKLOOFRIF                            ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0060;GARSFONTEIN EAST                        ;MENLO PARK     ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0060;GARSFONTEIN-OOS                         ;MENLO PARK     ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0061;THE REEDS                               ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0061;THE REEDS EXT 45                        ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0061;THE REEDS UIT 45                        ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0062;CORNWALL HILL                           ;IRENE          ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0062;IRENE                                   ;IRENE          ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0063;MENLYN                                  ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0063;POST POINT MENLYN                       ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0065;WATERKLOOF HEIGHTS                      ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0065;WATERKLOOFHOOGTE                        ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0066;ANNLIN                                  ;PRETORIA NORTH ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0066;ANNLIN EXT 34                           ;PRETORIA NORTH ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0066;ANNLIN UIT 34                           ;PRETORIA NORTH ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0067;HIGHVELD PARK                           ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0067;HOEVELDPARK                             ;CENTURION      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0068;KAMEELDRIF WEST                         ;HERCULES       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0068;KAMEELDRIF-WES                          ;HERCULES       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0068;KAMEELDRIF WEST                         ;HERCULES       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0070;KWAGGASRAND                             ;PRETORIA WEST  ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0071;PRETORIA SHOW                           ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0071;PRETORIA SHOW                           ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0072;WOODLANDS                               ;MORELETAPARK   ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0072;WOODLANDS                               ;MORELETAPARK   ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0073;POST OFFICE STAMP OF FORTUNE C          ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0073;POST OFFICE STAMP OF FORTUNE COMPETITION;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0074;CORPORATE                               ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0074;CORPORATE POST OFFICE                   ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0075;BROOKLYN SQUARE                         ;BROOKLYN       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0076;WOODHILL                                ;KROMDRAAI      ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0077;MENLYN CENTRAL                          ;MENLYN CENTRAL ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0078;PRETORIA SOUTH                          ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0078;PRETORIA-SUID                           ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0078;TSHWANE SOUTH                           ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0079;E-FREEDOM SAVE                          ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0080;BLOED STRAAT WINKELSENTRUM              ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0080;BLOED STREET MALL                       ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0080;FLEXI FREEDOM SILVER                    ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;ALKANTRANT                              ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;ALPHEN PARK                             ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;ALPHENPARK                              ;MENLO PARK     ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;ASHLEA GARDENS                          ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;BRONBERG                                ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;EQUESTRIA EXT 111                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 1                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 2                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 24                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 3                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 32                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 34                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 37                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 4                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 48                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 6                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 7                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 70                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;FAERIE GLEN EXT 71                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EAST                        ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 1                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 10                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 11                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 12                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 13                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 14                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 15                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 16                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 17                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 2                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 3                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 4                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 5                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 6                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 7                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 8                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN EXT 9                       ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GARSFONTEIN WEST                        ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;GLENWOOD                                ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;HAZELWOOD                               ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNRODENE                              ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD                                ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD GLEN                           ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD MANOR                          ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD MANOR EXT 2                    ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD MANOR EXT 3                    ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD PARK                           ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOOD RIDGE                          ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;LYNNWOODRIF                             ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MAROELANA                               ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MENLO PARK                              ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MOOIKLOOF                               ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MOOIKLOOF RIDGE                         ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MORELETAPARK EXT 31                     ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MORELETAPARK EXT 52                     ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MORELETAPARK UIT 31                     ;MORELETAPARK   ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;MORELETAPARK UIT 52                     ;MORELETAPARK   ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;OLYMPUS                                 ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;PRETORIUS PARK EXT 8                    ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;PRETORIUSPARK                           ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;SILVER LAKES                            ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;SILVER LAKES EXT 1                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;SILVER LAKES EXT 2                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;SILVER LAKES EXT 3                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;SILVER LAKES EXT 4                      ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;SWAVELPOORT                             ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WAPADRAND EXT 1                         ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WAPADRAND EXT 11                        ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WAPADRAND EXT 3                         ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WAPADRAND EXT 6                         ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WILLOW ACRES                            ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WILLOW ACRES ESTATE                     ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WILLOW ACRES EXT 12                     ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WILLOW GLEN                             ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;WOODHILL                                ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0081;ZWAVELPOORT                             ;FAERIE GLEN    ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;BOOYSENS                                ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;BOOYSENS EXT 1                          ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;BOOYSENS UIT 1                          ;HERCULES       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;CLAREMONT                               ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;DASPOORT                                ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;HERCULES                                ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
0082;HERMANSTAD                              ;PRETORIA       ;PRYC;PRY ;SA  ;DAILY     ;DWPRY 
